Stok Kodu;Urun Adi;Marka;Kategori Yolu;Stok Adedi;Fiyat;Para Birimi;Fiyat (TL);KDV %;Gorsel;Urun Linki
T4170420;4-20MM Kademeli Saç Matkabı Tin Kaplı HSS ERİC;ERİC;Matkap ve Freze>Kademeli Sac Matkapları;262;4.85;USD;233.27;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T4170420.jpg;https://talhateknik.diaeticaret.com/4-20mm-kademeli-sac-matkabi-tin-kapli-hss-eric-p6142
T4170439;4-39MM Kademeli Saç Matkabı Tin Kaplı HSS ERİC;ERİC;Matkap ve Freze>Kademeli Sac Matkapları;245;17.8;USD;856.11;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T4170439.jpg;https://talhateknik.diaeticaret.com/4-39mm-kademeli-sac-matkabi-tin-kapli-hss-eric-p6144
T4170636;6-36MM Kademeli Saç Matkabı Tin Kaplı HSS ERİC;ERİC;Matkap ve Freze>Kademeli Sac Matkapları;263;11.1;USD;533.87;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T4170636.jpg;https://talhateknik.diaeticaret.com/6-36mm-kademeli-sac-matkabi-tin-kapli-hss-eric-p6143
T417SET;Kademeli Saç Matkabı Tin Kaplı HSS 3LÜ Set ERİC;ERİC;Matkap ve Freze>Kademeli Sac Matkapları;179;21.5;USD;1034.06;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T417SET.jpg;https://talhateknik.diaeticaret.com/kademeli-sac-matkabi-tin-kapli-hss-3lu-set-eric-p6145
T3380005CO;0,5 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;3640;0.3;USD;14.43;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380005CO.jpg;https://talhateknik.diaeticaret.com/0-5mm-altin-seri-matkap-ucu-hss-din338-eric-p5793
T3380006CO;0,6 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2900;0.3;USD;14.43;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380006CO.jpg;https://talhateknik.diaeticaret.com/0-6mm-altin-seri-matkap-ucu-hss-din338-eric-p5794
T3380007CO;0,7 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1750;0.3;USD;14.43;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380007CO.jpg;https://talhateknik.diaeticaret.com/0-7mm-altin-seri-matkap-ucu-hss-din338-eric-p5795
T3380008CO;0,8 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1760;0.3;USD;14.43;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380008CO.jpg;https://talhateknik.diaeticaret.com/0-8mm-altin-seri-matkap-ucu-hss-din338-eric-p5796
T3380009CO;0,9 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1900;0.3;USD;14.43;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380009CO.jpg;https://talhateknik.diaeticaret.com/0-9mm-altin-seri-matkap-ucu-hss-din338-eric-p5797
T3380011CO;1,1 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;930;0.32;USD;15.39;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380011CO.jpg;https://talhateknik.diaeticaret.com/1-1mm-altin-seri-matkap-ucu-hss-din338-eric-p5798
T3380011F;1,1 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;950;0.25;USD;12.02;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380011F.jpg;https://talhateknik.diaeticaret.com/1-1mm-fully-ground-matkap-ucu-hss-din338-eric-p5683
T3380012CO;1,2 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1130;0.32;USD;15.39;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380012CO.jpg;https://talhateknik.diaeticaret.com/1-2mm-altin-seri-matkap-ucu-hss-din338-eric-p5799
T3380012F;1,2 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1320;0.25;USD;12.02;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380012F.jpg;https://talhateknik.diaeticaret.com/1-2mm-fully-ground-matkap-ucu-hss-din338-eric-p5684
T3380013CO;1,3 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;850;0.32;USD;15.39;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380013CO.jpg;https://talhateknik.diaeticaret.com/1-3mm-altin-seri-matkap-ucu-hss-din338-eric-p5800
T3380013F;1,3 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;900;0.25;USD;12.02;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380013F.jpg;https://talhateknik.diaeticaret.com/1-3mm-fully-ground-matkap-ucu-hss-din338-eric-p5685
T3380014CO;1,4 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;870;0.32;USD;15.39;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380014CO.jpg;https://talhateknik.diaeticaret.com/1-4mm-altin-seri-matkap-ucu-hss-din338-eric-p5801
T3380014F;1,4 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;930;0.25;USD;12.02;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380014F.jpg;https://talhateknik.diaeticaret.com/1-4mm-fully-ground-matkap-ucu-hss-din338-eric-p5686
T3380015CO;1,5 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;3120;0.32;USD;15.39;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380015CO.jpg;https://talhateknik.diaeticaret.com/1-5mm-altin-seri-matkap-ucu-hss-din338-eric-p4098
T3380015F;1,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;0;0.25;USD;12.02;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380015F.jpg;https://talhateknik.diaeticaret.com/1-5mm-fully-ground-matkap-ucu-hss-din338-eric-p5687
TGT340015;1,5 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;4400;0.49;USD;23.57;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/TGT340015.jpg;https://talhateknik.diaeticaret.com/1-5mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5957
T3380016CO;1,6 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1230;0.41;USD;19.72;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380016CO.jpg;https://talhateknik.diaeticaret.com/1-6mm-altin-seri-matkap-ucu-hss-din338-eric-p5802
T3380016F;1,6 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1320;0.29;USD;13.95;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380016F.jpg;https://talhateknik.diaeticaret.com/1-6mm-fully-ground-matkap-ucu-hss-din338-eric-p5688
T3380017CO;1,7 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2520;0.41;USD;19.72;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380017CO.jpg;https://talhateknik.diaeticaret.com/1-7mm-altin-seri-matkap-ucu-hss-din338-eric-p5803
T3380017F;1,7 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2990;0.29;USD;13.95;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380017F.jpg;https://talhateknik.diaeticaret.com/1-7mm-fully-ground-matkap-ucu-hss-din338-eric-p5689
T3380018CO;1,8 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;690;0.41;USD;19.72;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380018CO.jpg;https://talhateknik.diaeticaret.com/1-8mm-altin-seri-matkap-ucu-hss-din338-eric-p5804
T3380018F;1,8 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;770;0.29;USD;13.95;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380018F.jpg;https://talhateknik.diaeticaret.com/1-8mm-fully-ground-matkap-ucu-hss-din338-eric-p5690
T3380019CO;1,9 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;800;0.41;USD;19.72;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380019CO.jpg;https://talhateknik.diaeticaret.com/1-9mm-altin-seri-matkap-ucu-hss-din338-eric-p5805
T3380019F;1,9 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;870;0.29;USD;13.95;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380019F.jpg;https://talhateknik.diaeticaret.com/1-9mm-fully-ground-matkap-ucu-hss-din338-eric-p5691
T3380101CO;10,1 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;155;9.85;USD;473.75;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380101CO.jpg;https://talhateknik.diaeticaret.com/10-1mm-altin-seri-matkap-ucu-hss-din338-eric-p5866
T3380101F;10,1 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;175;5.95;USD;286.17;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380101F.jpg;https://talhateknik.diaeticaret.com/10-1mm-fully-ground-matkap-ucu-hss-din338-eric-p5746
T3380102CO;10,2 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;445;9.85;USD;473.75;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380102CO.jpg;https://talhateknik.diaeticaret.com/10-2mm-altin-seri-matkap-ucu-hss-din338-eric-p2870
T3380102F;10,2 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;980;5.95;USD;286.17;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380102F.jpg;https://talhateknik.diaeticaret.com/10-2mm-fully-ground-matkap-ucu-hss-din338-eric-p3592
T3380103CO;10,3 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;135;9.85;USD;473.75;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380103CO.jpg;https://talhateknik.diaeticaret.com/10-3mm-altin-seri-matkap-ucu-hss-din338-eric-p5867
T3380103F;10,3 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;225;5.95;USD;286.17;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380103F.jpg;https://talhateknik.diaeticaret.com/10-3mm-fully-ground-matkap-ucu-hss-din338-eric-p5747
T3380104CO;10,4 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;60;9.85;USD;473.75;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380104CO.jpg;https://talhateknik.diaeticaret.com/10-4mm-altin-seri-matkap-ucu-hss-din338-eric-p5868
T3380104F;10,4 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;140;5.95;USD;286.17;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380104F.jpg;https://talhateknik.diaeticaret.com/10-4mm-fully-ground-matkap-ucu-hss-din338-eric-p5748
T3380105CO;10,5 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2030;9.85;USD;473.75;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380105CO.jpg;https://talhateknik.diaeticaret.com/10-5mm-altin-seri-matkap-ucu-hss-din338-eric-p2871
T3380105F;10,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1810;5.95;USD;286.17;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380105F.jpg;https://talhateknik.diaeticaret.com/10-5mm-fully-ground-matkap-ucu-hss-din338-eric-p2829
TGT340105;10,5 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;245;12.05;USD;579.56;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/TGT340105.jpg;https://talhateknik.diaeticaret.com/10-5mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5979
T3380106CO;10,6 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;55;11.5;USD;553.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380106CO.jpg;https://talhateknik.diaeticaret.com/10-6mm-altin-seri-matkap-ucu-hss-din338-eric-p5869
T3380106F;10,6 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;195;6.65;USD;319.84;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380106F.jpg;https://talhateknik.diaeticaret.com/10-6mm-fully-ground-matkap-ucu-hss-din338-eric-p5749
T3380107CO;10,7 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;25;11.5;USD;553.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380107CO.jpg;https://talhateknik.diaeticaret.com/10-7mm-altin-seri-matkap-ucu-hss-din338-eric-p5870
T3380107F;10,7 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;160;6.65;USD;319.84;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380107F.jpg;https://talhateknik.diaeticaret.com/10-7mm-fully-ground-matkap-ucu-hss-din338-eric-p5750
T3380108CO;10,8 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;90;11.5;USD;553.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380108CO.jpg;https://talhateknik.diaeticaret.com/10-8mm-altin-seri-matkap-ucu-hss-din338-eric-p5871
T3380108F;10,8 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;160;6.65;USD;319.84;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380108F.jpg;https://talhateknik.diaeticaret.com/10-8mm-fully-ground-matkap-ucu-hss-din338-eric-p5751
T3380109CO;10,9 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;65;11.5;USD;553.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380109CO.jpg;https://talhateknik.diaeticaret.com/10-9mm-altin-seri-matkap-ucu-hss-din338-eric-p5872
T3380109F;10,9 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;190;6.65;USD;319.84;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380109F.jpg;https://talhateknik.diaeticaret.com/10-9mm-fully-ground-matkap-ucu-hss-din338-eric-p5752
T3380100CO;10 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1730;8.65;USD;416.03;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380100CO.jpg;https://talhateknik.diaeticaret.com/10mm-altin-seri-matkap-ucu-hss-din338-eric-p2869
T3380100F;10 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;2010;5.1;USD;245.29;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380100F.jpg;https://talhateknik.diaeticaret.com/10mm-fully-ground-matkap-ucu-hss-din338-eric-p2828
TGT340100;10 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;205;10.57;USD;508.37;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/TGT340100.jpg;https://talhateknik.diaeticaret.com/10mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5978
T3380111CO;11,1 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;50;11.96;USD;575.23;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380111CO.jpg;https://talhateknik.diaeticaret.com/11-1mm-altin-seri-matkap-ucu-hss-din338-eric-p5873
T3380111F;11,1 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;90;7.2;USD;346.29;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380111F.jpg;https://talhateknik.diaeticaret.com/11-1mm-fully-ground-matkap-ucu-hss-din338-eric-p5753
T3380112CO;11,2 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;0;11.96;USD;575.23;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380112CO.jpg;https://talhateknik.diaeticaret.com/11-2mm-altin-seri-matkap-ucu-hss-din338-eric-p5874
T3380112F;11,2 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;85;7.2;USD;346.29;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380112F.jpg;https://talhateknik.diaeticaret.com/11-2mm-fully-ground-matkap-ucu-hss-din338-eric-p5754
T3380113CO;11,3 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;75;11.96;USD;575.23;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380113CO.jpg;https://talhateknik.diaeticaret.com/11-3mm-altin-seri-matkap-ucu-hss-din338-eric-p5875
T3380113F;11,3 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;85;7.2;USD;346.29;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380113F.jpg;https://talhateknik.diaeticaret.com/11-3mm-fully-ground-matkap-ucu-hss-din338-eric-p5755
T3380114CO;11,4 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;90;11.96;USD;575.23;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380114CO.jpg;https://talhateknik.diaeticaret.com/11-4mm-altin-seri-matkap-ucu-hss-din338-eric-p5876
T3380114F;11,4 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;90;7.2;USD;346.29;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380114F.jpg;https://talhateknik.diaeticaret.com/11-4mm-fully-ground-matkap-ucu-hss-din338-eric-p5756
T3380115CO;11,5 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;370;11.96;USD;575.23;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380115CO.jpg;https://talhateknik.diaeticaret.com/11-5mm-altin-seri-matkap-ucu-hss-din338-eric-p2873
T3380115F;11,5 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;940;7.2;USD;346.29;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380115F.jpg;https://talhateknik.diaeticaret.com/11-5mm-fully-ground-matkap-ucu-hss-din338-eric-p2831
TGT340115;11,5 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;80;15.0;USD;721.44;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/TGT340115.jpg;https://talhateknik.diaeticaret.com/11-5mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5981
T3380116CO;11,6 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;90;14.0;USD;673.34;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380116CO.jpg;https://talhateknik.diaeticaret.com/11-6mm-altin-seri-matkap-ucu-hss-din338-eric-p5877
T3380116F;11,6 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;85;8.15;USD;391.98;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380116F.jpg;https://talhateknik.diaeticaret.com/11-6mm-fully-ground-matkap-ucu-hss-din338-eric-p5757
T3380117CO;11,7 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;40;14.0;USD;673.34;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380117CO.jpg;https://talhateknik.diaeticaret.com/11-7mm-altin-seri-matkap-ucu-hss-din338-eric-p5878
T3380117F;11,7 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;70;8.15;USD;391.98;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380117F.jpg;https://talhateknik.diaeticaret.com/11-7mm-fully-ground-matkap-ucu-hss-din338-eric-p5758
T3380118CO;11,8 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;30;14.0;USD;673.34;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380118CO.jpg;https://talhateknik.diaeticaret.com/11-8mm-altin-seri-matkap-ucu-hss-din338-eric-p5879
T3380118F;11,8 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;0;8.15;USD;391.98;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380118F.jpg;https://talhateknik.diaeticaret.com/11-8mm-fully-ground-matkap-ucu-hss-din338-eric-p5759
T3380119CO;11,9 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;60;14.0;USD;673.34;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380119CO.jpg;https://talhateknik.diaeticaret.com/11-9mm-altin-seri-matkap-ucu-hss-din338-eric-p5880
T3380119F;11,9 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;90;8.15;USD;391.98;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380119F.jpg;https://talhateknik.diaeticaret.com/11-9mm-fully-ground-matkap-ucu-hss-din338-eric-p5760
T3380110CO;11 MM Altın Seri Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;555;11.5;USD;553.1;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380110CO.jpg;https://talhateknik.diaeticaret.com/11mm-altin-seri-matkap-ucu-hss-din338-eric-p2872
T3380110F;11 MM Fully Ground Matkap Ucu HSS DİN338 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;1005;6.65;USD;319.84;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/T3380110F.jpg;https://talhateknik.diaeticaret.com/11mm-fully-ground-matkap-ucu-hss-din338-eric-p2830
TGT340110;11 MM Uzun Matkap Ucu HSS DIN340 GT100 ERİC;ERİC;Matkap ve Freze>Matkap Uçları>HSS Matkap Uçları;185;13.92;USD;669.5;20;https://raw.githubusercontent.com/dumanonur42-rgb/ticimax-stok/main/gorseller/TGT340110.jpg;https://talhateknik.diaeticaret.com/11mm-uzun-matkap-ucu-hss-din340-gt100-eric-p5980
